Department,Department Name,Division,Gender,Base Salary,2025 Overtime Pay,2025 Longevity Pay,Grade
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,159519.12,0,0,M3
FIN,Department of Finance,FIN 32 General Accounting,F,122603,0,3922.18,23
DGS,Department of General Services,DGS 36 Property Management,M,128198,34438.23,0,N24
REC,Department of Recreation,REC 72 Facilities Division,F,122603,0,0,N23
LIB,Department of Public Libraries,LIB 71 Business Office,F,169727.35,0,10520,M3
HCA,Department of Housing and Community Affairs,HCA 76 Grants Management,M,134086,0,8718.54,25
REC,Department of Recreation,REC 72 Business Services,F,122603,10862.35,7971.76,N23
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,122603,0,12153,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,140274,0,13904.58,26
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,90149,0,8936.04,16
FIN,Department of Finance,FIN 32 Tax Operations,F,119032,0,1376.01,23
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,146770,0,9543.1,27
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,M,134086,0,0,N25
OLO,Office of Legislative Oversight,OLO 03 Legislative Oversight Staff,M,200829,0,0,M2
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,153585,0,0,N28
DOT,Department of Transportation,DOT 50 Traffic Engineering Studies Section,M,112166,0,11118.46,21
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,122603,0,7971.76,N23
DOT,Department of Transportation,DOT 50 Director Management Services,F,174642,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,79296,0,5156.04,13
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,112166,0,11118.46,21
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,94134,0,6120.72,N17
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,134086,4823.74,13291.28,25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,174641.65,0,0,M3
LIB,Department of Public Libraries,LIB 71 Collection Management,F,45074.78,0,2930.9,16
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,153585,0,14429.2,N28
COR,Correction and Rehabilitation,COR 42 MSD Fiscal Services,F,90149,0,6822.7,16
FRS,Fire and Rescue Services,FRS 45 Property and Supply Section,F,174641.65,0,0,M3
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,F,112166,0,0,N21
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Employee Productivity Services,M,200829,0,0,M2
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,174641.65,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,134086,0,8278.55,N25
DOT,Department of Transportation,DOT 50 Transit Management Services,F,200829,0,0,M2
DGS,Department of General Services,DGS 36 Building Design and Construction,F,153585,0,8446.68,N28
DPS,Department of Permitting Services,DPS 75 Zoning Review,M,112166,0,3588.34,21
DGS,Department of General Services,DGS 36 Building Design and Construction,M,146770,0,9543.1,27
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,90149,0,2884.02,16
HCA,Department of Housing and Community Affairs,HCA 76 Multi-Family Housing Program,M,174641.65,0,0,M3
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,174641.65,0,0,M3
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,133356.27,0,0,N25
DGS,Department of General Services,DGS 36 Building Design and Construction,M,174519.22,0,0,M3
DPS,Department of Permitting Services,DPS 75 Customer Support and Outreach Division,F,200829,0,0,M2
HCA,Department of Housing and Community Affairs,HCA 76 Grants Management,F,174642,0,0,M3
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Telecommunications Solutions,M,200829,0,0,M2
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,170579.66,0,0,M3
POL,Department of Police,POL 47 HQ Office of the Chief,F,98322,0,6393.02,N18
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,79296,0,3963.72,13
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,200829,0,0,M2
LIB,Department of Public Libraries,LIB 71 Business Office,F,90149,0,8936.04,16
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,F,122603,0,3922.18,23
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,122603,0,3309.14,23
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,108899,0,3043.48,N21
DEP,Department of Environmental Protection,DEP 80 Strategic and Administrative Services Division,M,174641.65,0,0,M3
FRS,Fire and Rescue Services,FRS 45 Fiscal Management Division,M,200829,0,0,M2
DGS,Department of General Services,DGS 36 Fleet Management Services,M,90149,15019.54,7653.11,16
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Voice Services,M,107323,12696.07,8975.64,20
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 ODT Data Innovation Team,F,153585,0,3795,N28
BOE,Board of Elections,BOE 24 Registration Services,F,122603,0,11199.3,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,134086,0,8046.46,N25
FIN,Department of Finance,FIN 32 Treasury Operations,F,90149,2047.15,2884.02,16
FIN,Department of Finance,FIN 32 Division of Fiscal Management,M,200829,0,0,M2
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,107323,0,10083,N20
FIN,Department of Finance,FIN 32 Tax Operations,F,90149,0,8936.04,16
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,127456.22,0,0,N25
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,219000,0,0,EX2
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,174641.65,0,0,M3
BOE,Board of Elections,BOE 24 Polling Place Management,M,112166,0,7293.28,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,169014.25,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,174641.65,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,90149,0,5861.66,16
FRS,Fire and Rescue Services,FRS 45 Fleet Support,F,122603,0,12153,23
POL,Department of Police,POL 47 MSB Training and Education Division,F,112166,0,3588.34,21
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,183287.87,0,3700.26,M2
DGS,Department of General Services,DGS 36 Building Design and Construction,F,146770,0,14548.52,27
POL,Department of Police,POL 47 MSB Personnel Division Administration,F,122603,0,11518.52,N23
DGS,Department of General Services,DGS 36 Administration and Budget,F,122603,1723.58,11101.56,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,98322,0,9746.18,18
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,F,128693.85,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,79296,0,3253.25,13
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 ODT Technical Support Team,M,153585,0,9216.48,N28
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,87523,0,44.48,16
FIN,Department of Finance,FIN 32 Accounts Receivable,F,112166,0,0,N21
DOT,Department of Transportation,DOT 50 Traffic Engineering and Operations Management Services,F,162348.28,430.32,5860.98,M3
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 ODT Payroll/Comp/BI,F,181336,0,0,N32
DOT,Department of Transportation,DOT 50 Commuter Services,M,122603,0,12153,23
PRO,Office of Procurement,PRO 35 Procurement Operations Section,F,174641.65,0,0,M3
PRO,Office of Procurement,PRO 35 Business Relations and Compliance Division,F,200755.58,0,0,M2
DEP,Department of Environmental Protection,DEP 80 Stewardship Programs,F,134086,0,3097.58,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,98322,0,6393.02,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,112166,83.73,7152.73,21
DGS,Department of General Services,DGS 36 Fleet Management Services,M,90149,0,2884.02,16
REC,Department of Recreation,REC 72 Facilities Division,M,112166,0,11118.46,21
DGS,Department of General Services,DGS 36 Facilities,M,94134,31187.71,8843.8,N17
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Vendor and Contract Management,M,174641.65,0,0,M3
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Integrated Justice Information Systems,F,217901,0,12802.89,N40
DGS,Department of General Services,DGS 36 Energy and Sustainability,M,200784.99,0,0,M2
DOT,Department of Transportation,DOT 50 Director's Office,M,199309.25,0,0,M2
CAT,County Attorney's Office,CAT 30 Administration,F,122603,0,11518.52,N23
DOT,Department of Transportation,DOT 50 Highway Services,M,122603,9715.92,7971.76,N23
DOT,Department of Transportation,DOT 50 Parking Management Parking Operations,F,134086,0,12597.4,N25
CAT,County Attorney's Office,CAT 30 Support Services,F,122603,0,11518.52,N23
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,112166,0,7293.28,N21
FIN,Department of Finance,FIN 32 Tax Operations,M,90149,0,8936.04,16
DGS,Department of General Services,DGS 36 Building Design and Construction,M,200829,0,0,M2
DGS,Department of General Services,DGS 36 Building Design and Construction,M,169555,0,0,M3
REC,Department of Recreation,REC 72 Office of the Director,F,227000,0,0,EX1
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,134086,0,4289.54,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,198733.47,0,0,M2
HCA,Department of Housing and Community Affairs,HCA 76 Community Development Neighborhood Revitalization,M,169555,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,174641.65,0,0,M3
LIB,Department of Public Libraries,LIB 71 Business Office,F,90149,0,8936.04,16
REC,Department of Recreation,REC 72 Business Services,F,127636.83,0,0,N25
OCP,Office of Consumer Protection,OCP 39 Investigations,F,134086,0,4289.54,25
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Community Technology (GF),F,174641.65,0,0,M3
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,134086,1229.4,2987.7,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,98322,0,9746.18,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,98322,0,6393.02,18
CAT,County Attorney's Office,CAT 30 Health and Human Services,F,181336,0,17036.36,N32
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,112166,0,11118.46,21
CAT,County Attorney's Office,CAT 30 Insurance Defense Litigation,F,200829,0,0,M2
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,98322,204.59,9746.18,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,98322,0,3145.54,18
COR,Correction and Rehabilitation,COR 42 DO Information Technology and Data Analytics Services,M,140274,0,9120.82,26
NDA,Non-Departmental Account,NDA 99 MCIB,M,214884,0,6874.38,N39
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,128198,0,0,24
PRO,Office of Procurement,PRO 35 Business Relations and Compliance Division,M,134086,0,7710.42,25
DHS,Office of Emergency Management and Homeland Security,DHS 49 Hazmat Permitting,F,98322,0,9736.65,18
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,86352,14336.23,5614.68,15
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,181336,0,0,N32
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,122603,0,12153,23
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,140274,0,4487.56,26
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,107323,0,3433.42,20
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,115104.89,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,112166,0,3588.34,21
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,134086,0,0,N25
CAT,County Attorney's Office,CAT 30 Labor Relations and Public Safety,M,172018.09,0,0,N32
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,128198,0,4101.12,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,128198,0,9531.41,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,128198,0,12707.6,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,98322,0,3145.54,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,134086,0,4289.54,N25
COR,Correction and Rehabilitation,COR 42 PTS Pre-Trial Services,M,140274,0,0,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,140274,23203.21,9120.82,N26
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,95458,75.78,4067.03,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,112166,0,7293.28,21
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,128198,0,12707.6,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,112166,0,4022.65,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,134086,0,2987.7,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,122603,0,11518.52,N23
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,128198,0,6568.56,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,220000,0,0,EX3
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,112166,0,3588.34,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,128198,0,12707.6,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,61301.5,0,6298.42,N23
